customer_id,first_name,last_name,email,phone,street_address,city,postal_code,country,sign_up_date,lease_start,lease_end,unit_id,unit_size,monthly_fee,payment_status,last_payment_date,notes
C101023,James,Thomas,jamesth@yahoo.com,+31 6 92823131,Main St 167,Alkmaar,3761 AC,Netherlands,18/07/2019,06-21-2022,20.08.2019,U1100,5m2,219.0,overdue,25-Jul-2021,Prefers email
C100353,Isabella,Smith,isabella.smith@inboxstorage.eu,806615459,Stationsplein 91,Leiden,6342 AC,Netherlands,2021-11-11,07.11.2017,2025/08/19,u1091,5m2,504.88,suspended,2024-07-20,Pays cash
C100904,Benjamin,Miller,benjamin.miller@example.com,600464087,Langestraat 42,Haarlem,7398 AC,Nederland,2023-04-10,2023-10-08,2023-10-20,Unit 269,—,192.78,PAID,10.12.2018,Customer asked for discount
C100240,Ava,Jones,ava36@inboxstorage.eu,+31 6 64612096,Oudeweg 119,Rotterdam,5275 B,Nederland,13.03.2020,04-24-2024,2019-09-21,257A,15,352.99,PAID,2019/03/25,Moved out
C101851,Liam,Miller,,06-28815988,Market Rd 37,Amsterdam,8654 AC,Netherlands,07/02/2025,16-Jan-2016,2018-09-01,U1116,5,301.66,Overdue,30/03/2022,Prefers email
C101615,Mia,Jones,miajo@outlook.com,0031-6-72052511,Main St 155,Alkmaar,9154 AA,Nederland,05-14-2019,20250119,27/02/2026,U1183,15m2,167.35,overdue,,
C100409,Elijah,Thomas,elijah.thomas@hotmail.com,06-27895236,Princenhagelaan 7,Rotterdam,4494,Nederland,20200602,19/06/2023,24-Feb-2019,u1210,5,538.6,pending,2022-02-10,Customer asked for discount
C101043,Harper,Davis,harperda@example.com,+31 6 69953768,Oudeweg 68,The Hague,9327 B,Ned.,20180602,04/06/2022,15/03/2019,#57,—,267.09,Overdue,,Customer asked for discount
C101080,Amelia,Taylor,ataylor@example.com,688620437,Langestraat 136,Haarlem,5837 AA,Netherlands,16.01.2022,24/02/2022,06-10-2026,Unit 73,unknown,336.35,PAID,24.05.2024,Prefers email
C101553,Lucas,Martin,lucas97@outlookcom,0031-6-85662670,Dorpsweg 168,The Hague,4302 AA,Ned.,20220917,26-Oct-2024,2021/07/13,U1364,—,63.2,pending,05/12/2023,Pays cash
C100332,Alexander,Davis,alexander.davis@gmail.com,+31 6 94930741,Hoofdstraat 27,Rotterdam,6888 AA,NL,2021/10/25,2024-04-05,2019/02/23,Unit 436,5,56.81,paid,20190416,Moved out
C101469,Olivia,Lopez,olopez@inboxstorage.eu,919663732,Langestraat 129,Eindhoven,3164 AA,Nederland,02-15-2018,06-06-2017,16/07/2019,U1361,unknown,86.38,paid,01.01.2021,telefono incorrecto
C100620,Isabella,Jackson,ijackson@inboxstorage.eu,0031-6-91868498,Hoofdstraat  137,The Hague,5701 AC,Ned.,28.11.2023,05-02-2020,03/07/2024,U1134,8 sqm,502.84,overdue,18-Nov-2021,Pays cash
C100543,Isabella,Smith,,+31 6 80766487,Langestraat 80,Leiden,2747 AC,Netherlands,26.02.2017,2024/08/02,14.05.2018,U1052,15m2,321.13,paid,2024/06/21,Key lost
C101868,Liam,Gonzalez,liam96@inboxstorage.eu,+31 6 55287104,Vijzelstraat 15,Leiden,6893 AC,NL,03.09.2025,17/11/2019,14.08.2022,139A,—,356.54,pending,30/08/2022,警告: unpaid
C100135,William,Lopez,william.lopez@example.com,PHONE560,Langestraat 131,Haarlem,1376 AB,Netherlands,2018-09-22,12-26-2017,20240531,U1122,2 sqm,410.35,suspended,14.07.2024,telefono incorrecto
C101501,Noah,Garcia,ngarcia@yahoo.com,PHONE142,Market Rd 17,Leiden,6699,Nederland,02-27-2017,20230119,2024-11-05,U1017,—,494.31,paid,06-Apr-2023,警告: unpaid
C101855,James,Lopez,jlopez@outlook.com,152705247,Stationsplein 115,Haarlem,7612 AC,NL,07-07-2017,20181202,03-26-2026,U1002,15 sqm,330.81,suspended,20230810,Key lost
C100360,Alexander,Martinez,alexanderma@yahoo.com,+31690972285,Vijzelstraat 66,Alkmaar,6965,NL,19-Aug-2020,12-19-2024,12-Apr-2026,484A,5m2,280.28,paid,09-Mar-2019,Pays cash
C100538,Sophia,Rodriguez,sophiaro@inboxstorage.eu,PHONE491,Main St 10,Leiden,1790 B,Netherlands,27-Oct-2020,22/03/2023,2023/01/31,Unit 273,5,84.79,paid,2024-10-26,Prefers email
C100611,Liam,Brown,liam.brown@gmail.com,377312524,Baker St 32,Utrecht,2556 AA,Netherlands,12-27-2020,14-May-2017,04-24-2020,Unit 286,5,461.12,paid,23-Oct-2021,Prefers email
C100856,Ava,Davis,ava26@example.com,06-29955755,Baker St 169,Utrecht,3557 AB,Ned.,2024-12-02,09/08/2023,08-Apr-2026,16A,15m2,52.4,paid,,Prefers email
C101309,Sophia,Wilson,sophia66@outlook.com,0031-6-54707598,Vijzelstraat 99,Haarlemmermeer,4670 AC,Netherlands,06-15-2021,20250122,2023/03/13,252A,5,482.21,Overdue,30/11/2025,telefono incorrecto
C100674,Isabella,Williams,isabellawi at outlook.com,06-21557412,Main St 125,Haarlem,3233 AA,Nederland,06-03-2019,27-Sep-2023,16.05.2019,Unit 496,10,539.13,PAID,2020-05-02,
C100410,James,Moore,jmoore@outlook.com,077214348,Langestraat 56,Alkmaar,2118 AC,NL,05/05/2021,2017-04-01,2018/01/18,291A,—,260.18,Overdue,2022-01-20,telefono incorrecto
C100480,Henry,Williams,henry88@example.com,+31 6 08570340,Langestraat 75,Rotterdam,7534 AA,Ned.,20220314,20170831,19-May-2019,u1446,5m2,180.57,Overdue,05-16-2019,telefono incorrecto
C100479,Oliver,Thomas,othomas@gmail.com,279975261,Oudeweg 181,Amstelveen,2889 B,Nederland,08-Feb-2017,03-09-2017,2019-04-10,35A,15,81.49,Overdue,02-01-2022,警告: unpaid
C100307,James,Williams,jameswilliams@yahoocom,0031-6-03594410,Baker St 37,The Hague,9423 AC,Nederland,31-Dec-2018,08-29-2024,11-18-2018,108A,15,357.98,pending,09-04-2021,
C100128,Charlotte,Thomas,charlotteth@outlook.com,637484539,Dorpsweg 175,Haarlemmermeer,6152 AA,Netherlands,20231226,2020/01/07,2018/10/18,U1033,10m2,408.25,suspended,20200105,Moved out
C102022,Oliver,Martinez,oliver.martinez@hotmail.com,06-48580713,Dorpsweg 175,Rotterdam,6453 AC,Ned.,2021/08/29,20240508,28/04/2027,U1153,15,540.16,pending,18/05/2018,Pays cash
C100289,Charlotte,Smith,charlotte58@gmail.com,659764083,Vijzelstraat 85,Alkmaar,4087,Netherlands,24/03/2025,20220814,06-12-2022,411A,unknown,62.55,late,2018-06-11,Pays cash
C101513,Noah,Martinez,noahma@hotmail.com,0031-6-98985756,Princenhagelaan 34,Haarlem,2751 AB,NL,17/08/2021,2018/08/20,2022-04-18,U1333,—,403.61,Overdue,20240310,Customer asked for discount
C101605,Olivia,Williams,olivia9@outlook.com,0031-6-60136401,Langestraat 134,Amsterdam,7644 AA,Netherlands,2020-03-03,31.08.2018,20230919,#157,15m2,314.35,Overdue,2018-01-04,Pays cash
C101902,Liam,Rodriguez,lrodriguez@inboxstorage.eu,064021374,Baker St 176,Alkmaar,2750 AC,Ned.,20241013,13.07.2022,05/05/2019,u1492,12 sqm,50.9,paid,22.12.2018,telefono incorrecto
C100051,William,Johnson,williamjo@gmail.com,604439735,Princenhagelaan 19,Haarlem,1962 AA,NL,19-Aug-2018,2019/12/22,2026/12/31,U1364,—,348.42,pending,2019/06/26,
C101897,Benjamin,Martin,benjamin86@example.com,0031-6-04251061,Main St 192,Amsterdam,8275 AA,NL,10-20-2017,2023/05/15,01/12/2027,u1047,12 sqm,357.86,late,26.11.2025,telefono incorrecto
C101269,Moore,William,moore11@hotmail.com ,603307695,Baker St 189,Haarlem,5275 AB,Netherlands,20171216,19/09/2023,2027/10/17,257A,15m2,432.22,PAID,15/11/2023,警告: unpaid
C100857,Mia,Thomas,miath@gmail.com,PHONE277,Market Rd 144,Leiden,5692 AA,Netherlands,2020/05/25,30-May-2017,22/07/2018,#485,12 sqm,375.19,PAID,17.10.2022,Prefers email
C101341,Lucas,Smith,lsmith@outlook.com,0031-6-59596038,Vijzelstraat 97,Eindhoven,8542 AB,NL,23/04/2024,09.07.2017,07/10/2024,u1367,—,107.59,late,,
C101299,Elijah,Lopez,elijah.lopez@outlook.com,0031-6-07033692,Langestraat 53,Leiden,3888 AB,Netherlands,29/07/2022,02-03-2021,2020-11-27,U1439,—,356.32,overdue,2019/12/10,
C101228,Benjamin,Davis,benjaminda@hotmail.com,06-28201550,Princenhagelaan 64,Amstelveen,2251 AC,Netherlands,2017-09-11,02-10-2019,09-04-2022,U1142,unknown,283.07000000000005,paid,14.03.2018,
C100764,Charlotte,Taylor,charlotteta@hotmail.com,063230017,Langestraat 123,Leiden,4095 AB,NL,20230412,04-May-2017,2019-06-02,449A,unknown,163.07,pending,20210303,telefono incorrecto
C100962,Charlotte,Wilson,charlotte63@outlook.com,06-87191392,Market Rd 151,The Hague,5566 AA,Netherlands,02.12.2019,04-04-2019,20/06/2021,452A,10m2,454.53,pending,2021-11-30,Prefers email
C100218,Sophia,Hernandez,sophiahe at inboxstorage.eu,683958558,Hoofdstraat 95,Haarlemmermeer,2376 B,Netherlands,08-12-2016,2016/08/01,07-13-2018,158A,unknown,260.68,overdue,28/02/2025,Pays cash
C101842,William,Miller,williammi at example.com,+31 6 91425645,Princenhagelaan 82,Leiden,3071 AA,Nederland,09/11/2024,20220512,09-Mar-2020,#253,15,444.36,late,06-24-2024,Moved out
C100196,Ava van,Garcia,agarcia@gmail.com,606053088,Baker St 73,The Hague,8479 AC,Ned.,20190817,20220505,2019/12/02,378A,10m2,229.48,Overdue,20250711,Moved out
C100841,Isabella,Davis,isabella.davis@yahoo.com,06-24859931,Dorpsweg 174,Rotterdam,6086 AB,NL,03-Jul-2025,2020/01/16,19/06/2024,Unit 286,6 sqm,352.82,late,14.03.2018,Key lost
C101244,Oliver,Wilson,oliverwi at inboxstorage.eu,06-99532466,Baker St 75,Utrecht,2413 AA,Nederland,2016-05-14,20170819,12-19-2027,#187,unknown,355.0,overdue,25-Oct-2022,Prefers email
C101320,Harper,Garcia,harper.garcia@hotmail.com,0031-6-28132748,Main St 96,Amsterdam,4355 AC,Nederland,09-10-2022,13.08.2025,20200219,U1100,12 sqm,417.75,late,20200530,telefono incorrecto
C102051,Isabella,Taylor,isabella.taylor@outlook.com,0031-6-21576938,Princenhagelaan 57,Amsterdam,7815 AC,NL,29.04.2022,10-24-2019,13.06.2022,120A,15m2,445.45,paid,20190701,Pays cash
C102124,Oliver,Martin,oliverma@inboxstorage.eu,PHONE273,Market Rd 45,The Hague,9789,Ned.,16.10.2024,17.10.2021,20/08/2020,u1414,—,539.86,pending,2025/10/10,Prefers email
C102121,Isabella,Davis,isabella29@yahoo.com,06-12950194,Vijzelstraat 90,Rotterdam,5581 AB,Ned.,2016-02-28,12-13-2025,29-Oct-2019,u1041,unknown,231.95,suspended,2020/02/01,Prefers email
C100367,Sophia,Jackson,sophia84@inboxstorage.eu,0031-6-39688593,Oudeweg 131,The Hague,7891 AC,NL,2024-09-27,21.08.2023,06-08-2019,U1006,—,234.54,paid,18/02/2023,Prefers email
C102043,Sophia,Smith,ssmith@inboxstorage.eu,0031-6-47267653,Princenhagelaan 148,Alkmaar,2369 AA,Ned.,2024/01/12,13-Oct-2021,03-Dec-2024,#443,10m2,280.85,paid,12-Apr-2022,Pays cash
C100529,Ava,Brown,ava57@hotmail.com ,0031-6-10861997,Vijzelstraat 96,Alkmaar,6971 AC,NL,04-28-2021,05-Nov-2021,2019/09/01,37A,unknown,374.91,Overdue,20180831,Pays cash
C100324,Sophia,Smith,sophia.smith at example.com,+31 6 28745120,Baker St 124,Amstelveen,6597 AC,Nederland,2018-04-06,06-04-2022,15/07/2023,u1462,15m2,230.89,paid,20181227,Prefers email
C101040,Ava,Jones,ava.jones@example.com,606187996,Market Rd 168,Rotterdam,3692,Ned.,20211220,20180420,active,229A,5m2,399.72,Overdue,2025/08/01,
C100383,Olivia,Garcia,olivia.garcia@outlook.com,PHONE965,Vijzelstraat 69,Amsterdam,9125 AA,Ned.,01/12/2021,2024/07/15,19-May-2021,#272,5 sqm,140.84,Overdue,22-May-2020,Pays cash
C101827,Olivia,Davis,olivia35@examplecom ,06-29667384,Main St 35,Utrecht,7954,Nederland,01.07.2021,20211210,2022/06/27,#72,10,407.61,suspended,08-12-2023,Key lost
C101760,Evelyn,Smith,evelyn6@yahoo.com,0031-6-26409276,Baker St 54,Utrecht,9041 AC,Netherlands,2019-06-08,2025-10-07,indefinite,#138,3 sqm,57.68,Overdue,15.05.2021,telefono incorrecto
C101769,Noah,Wilso,nwilson@inboxstorage.eu,06-55578896,Vijzelstraat 178,Utrecht,1382 AA,Ned.,08-24-2025,02.09.2020,16.11.2023,U1455,—,100.44,paid,11-Jun-2024,警告: unpaid
C100647,Amelia,Miller,amelia.miller@example.com,0031-6-89788141,Dorpsweg 191,Amstelveen,9730 B,Ned.,2021/10/16,01-10-2024,20/02/2019,U1455,5m2,298.55,late,11-27-2018,Moved out
C101175,Ava,Miller,amiller@example.com,+31 6 22882960,Hoofdstraat 51,Utrecht,1927 AA,Ned.,20170721,07-May-2025,07.08.2019,U1236,5m2,192.5,Overdue,14.06.2023,Customer asked for discount
C100943,Oliver,Moore,omoore@example.com,0031-6-34667308,Vijzelstraat 61,Haarlem,2067 AA,NL,02-08-2022,28-Oct-2019,03/04/2025,u1441,—,73.7,paid,17-Mar-2021,警告: unpaid
C101316,Noah,Smith,noah.smith@example.com,890247232�,Hoofdstraat 109,Haarlemmermeer,4834,Netherlands,2020/05/30,2017-07-02,01-29-2022,39A,10 sqm,211.97,paid,2021/04/06,Key lost
C100368,Olivia,Martin,,+31621559637,Hoofdstraat 53,Leiden,7161 AB,Nederland,08.12.2019,18.05.2020,19.04.2020,U1361,5m2,171.09,late,2024-09-17,警告: unpaid
C100188,Amelia,Moore,amelia10@inboxstorage.eu,0031-6-49353400,Stationsplein 137,The Hague,2080 B,Nederland,18.01.2021,2024/10/17,13.03.2025,#334,—,85.37,suspended,20201112,警告: unpaid
C101575,Liam,Johnson,liam.johnson@inboxstorage.eu,+31 6 98042945,Market Rd 133,Amsterdam,2621 B,Netherlands,10/04/2016,08-Jun-2019,03-Nov-2027,u1146,—,361.66,paid,29-Jun-2024,Key lost
C100780,Alexander,Miller,alexander.miller@hotmail.com,PHONE756,Stationsplein 119,Amstelveen,1276 AA,Ned.,01-10-2022,2016/02/12,11/02/2021,Unit 294,10,214.1,suspended,2018-01-31,Moved out
C100259,Emma,Martin,emartin at gmail.com,0031-6-18882237,Oudeweg 138,Eindhoven,7412 AA,NL,11-Oct-2021,13-Sep-2023,20240512,u1408,—,283.07000000000005,suspended,27/12/2022,Key lost
C101258,Mia,Johnson,miajo@gmail.com,06-59845762,Baker St 72,Alkmaar,3222,Netherlands,08/12/2024,20180302,20240201,484A,—,527.51,overdue,2024/09/22,Customer asked for discount
C101270,Elijah,Hernandez,elijah.hernandez@gmail.com,125624878,Langestraat 200,Alkmaar,3696 AC,Ned.,28/05/2023,20210702,active,u1061,3 sqm,416.47,overdue,10.04.2020,Key lost
C101057,Oliver,Gonzalez,olivergo@example.com,836977910,Market Rd 3,Amstelveen,7462,NL,20210910,26/02/2024,2022-01-29,Unit 242,5,215.96,Overdue,02/01/2022,Prefers email
C101950,Alexander,Hernandez,alexander55@outlook.com ,PHONE605,Langestraat 195,Haarlemmermeer,6929 AB,Netherlands,07-Oct-2017,04-30-2021,20241017,131A,—,283.07000000000005,Overdue,2019/03/25,Moved out
C100048,Emma,Garcia,emmaga@example.com,06-39191954,Hoofdstraat 69,Amstelveen,8106,Netherlands,09/11/2021,01-Feb-2020,09.09.2019,#351,10,475.9,PAID,08-17-2022,Prefers email
C100905,Elijah,Thomas,elijahth@example.com,636462969,Langestraat 138,Eindhoven,1184 AC,Ned.,20200825,2016/08/26,20201010,378A,5,498.53,paid,08-Jul-2024,Prefers email
C100630,Amelia,Miller,amelia.miller@gmail.com,+31 6 36693327,Princenhagelaan 51,Utrecht,4821 AB,Netherlands,02.02.2023,20220110,12-25-2023,U1188,15m2,210.83,suspended,02-21-2018,telefono incorrecto
C101047,Harper,Lopez,harper33@example.com,+31 6 05859277,Main St 62,Alkmaar,1434 AC,Ned.,2023-01-15,20170508,20200804,85A,15m2,483.21,pending,04.11.2019,Pays cash
C102091,Henry,Williams,henry90 at inboxstorage.eu,630768631,Market Rd 51,Leiden,3531 AC,Ned.,26.09.2022,2017-08-09,14.01.2021,#488,5,110.11,paid,02-16-2025,警告: unpaid
C100632,Sophia,Martinez,sophiama@outlook.com,0031-6-93895945,Dorpsweg 173,Haarlemmermeer,6457 B,Nederland,04/01/2022,19-Oct-2020,20211122,U1233,1 sqm,61.49,paid,20250322,telefono incorrecto
C100120,Mia,Davis,mia.davis at gmail.com,257375534 ext 123,Vijzelstraat 110,Leiden,8968 AA,Netherlands,09-29-2021,2016/03/07,2018/05/12,U1448,10,324.65,PAID,2019/01/13,Customer asked for discount
C100282,Liam,Martinez,liam93@hotmail.com,+31 6 07033982,Dorpsweg 75,Amstelveen,5397 AB,Ned.,02-28-2025,20240902,20200418,Unit 109,—,221.94,suspended,2025/10/02,警告: unpaid
C100211,Elijah,Thomas,elijah64@outlook.com,604887899,Main St 157,The Hague,4104 B,Ned.,2018/11/20,15/11/2023,12.02.2025,108A,15,239.48,pending,04-27-2023,Moved out
C100231,Harper,Johnson,harper5@gmail.com,649206441,Vijzelstraat 60,Eindhoven,4692 AC,NL,20210811,2025/09/08,2026-02-13,Unit 271,unknown,304.53,pending,03-16-2018,Customer asked for discount
C101567,William,Williams,wwilliams@inboxstorage.eu,PHONE719,Vijzelstraat 39,The Hague,3051 AA,NL,2024/11/16,14.09.2025,23.05.2025,u1060,15,145.73,overdue,07-13-2023,Key lost
C100056,Amelia,Rodriguez,amelia.rodriguez at outlook.com,821456532,Vijzelstraat 106,Leiden,8516,NL,01-May-2016,20170819,active,u1174,unknown,52.58,PAID,2019/09/11,
C100342,William,Hernandez,williamhe@hotmail.com,888260317,Baker St 66,The Hague,9743,Netherlands,20231204,25-Aug-2022,05-Feb-2024,35A,—,545.58,PAID,20251005,Prefers email
C101749,Sophia,Wilson,sophia3@inboxstorage.eu,0031-6-83005640,Stationsplein 20,Rotterdam,3174 AC,NL,2025/02/03,15.11.2018,27-Dec-2026,U1321,10m2,58.86,PAID,30.05.2025,Customer asked for discount
C102150,Henry,Martin,hmartin@gmail.com,+31 6 54633109,Oudeweg 27,Leiden,8319 AB,Nederland,2017-12-02,11.05.2017,2021/04/12,338A,5,351.48,suspended,2019-03-04,Key lost
C100786,Isabella,Jackson,ijackson@yahoo.com,PHONE660,Langestraat 80,Haarlemmermeer,9849 AA,Ned.,2017/03/22,06-27-2025,20240320,#437,—,374.3,pending,06-Jun-2021,
C100361,Elijah,Rodriguez,elijahro@yahoo.com,PHONE397,Princenhagelaan 87,Haarlemmermeer,6802 B,Ned.,2016-04-27,2018-08-03,2019/01/15,Unit 490 - ,15m2,283.17,overdue,20220322,telefono incorrecto
C101117,Noah,Martinez,noahma@yahoo.com,621711522,Oudeweg 47,The Hague,5071 AB,NL,11-04-2017,20250830,13-Nov-2026,U1183,unknown,111.75,overdue,2024/02/05,警告: unpaid
C101182,Olivia,Lopez,olopez@yahoo.com,PHONE355,Langestraat 193,Utrecht,4387 B,NL,09-30-2020,22-Sep-2018,19/03/2025,U1002,10m2,470.9,overdue,2025/10/13,Key lost
C101891,Charlotte,Lopez,charlotte43@example.com,+31 6 88213644,Oudeweg 21,Haarlem,8594 AA,Nederland,2018-03-03,2016-02-05,20270525,#328,5m2,366.33,suspended,18.09.2018,telefono incorrecto
C101710,Ava,Johnson,ava.johnson@outlook.com,+31 6 16852991,Langestraat 77,Leiden,2080,Nederland,28-Mar-2024,20-Oct-2018,23-Jun-2026,u1400,10m2,343.17,pending,08.10.2022,警告: unpaid
C101556,Charlotte,Rodriguez,charlotte63@gmailcom,PHONE958,Main St 182,The Hague,9603 B,Netherlands,20240505,30/08/2020,16.10.2019,#4,15,308.36,overdue,07-16-2025,telefono incorrecto
C100233,Elijah,Martin,elijahma@outlook.com,PHONE716,Hoofdstraat 67,Leiden,8735 AA,Ned.,24-Dec-2024,26.08.2023,2022/11/25,u1354,15,389.4,overdue,13.08.2018,Customer asked for discount
C100976,Ava,Wilson,ava.wilson@outlook.com,0031-6-69136472,Baker St 25,Haarlemmermeer,5103 AB,Ned.,20251128,04/03/2021,09-02-2019,Unit 460,2 sqm,43.24,PAID,2024-01-30,Prefers email
C100298,Isabella,Jackson,isabella.jackson@example.com,+31 6 84974997,Langestraat 91,Alkmaar,3916 B,Netherlands,2020/09/10,2019/06/03,2023/06/22,Unit 260,5m2,298.54,suspended,2024-07-25,警告: unpaid
C101457,Lucas,Miller,lucas67@example.com,559672769,Oudeweg 155,The  Hague,5306 AB,Netherlands,2022/08/26,20211020,22-Aug-2024,267A,10,30.63,Overdue,23-Feb-2025,Key lost
C101538,James,Wilson,jameswi@inboxstorage.eu,06-54247304,Baker St 78,Haarlem,7537 AC,Netherlands,29.03.2016,02.03.2017,20210506,u1146,—,149.86,PAID,27/01/2024,
C101449,Lucas,Martin,lmartin@hotmailcom ,608138054,Langestraat 146,Leiden,5484,NL,2023-12-25,2016/10/31,01/12/2026,Unit 373,unknown,497.17,suspended,20231001,telefono incorrecto
C101494,Henry,Jones,henryjo@example.com,PHOE902,Main St 114,Eindhoven,6710 AB,Nederland,2025-01-05,01-28-2019,20260320,U1046,—,68.22,Overdue,04/08/2018,警告: unpaid
C101173,William,Lopez,wlopez@inboxstorage.eu,810562506,Baker St 44,Leiden,6188 AA,Ned.,07-26-2018,23/03/2023,11/06/2025,108A,5 sqm,283.07000000000005,PAID,20220916,警告: unpaid
C101178,Alexander,Taylor,ataylor@hotmail.com,06-66254801,Main St 78,Utrecht,6190,Ned.,03.04.2018,30/12/2023,2026-03-25,u1042,5,66.82,pending,03-01-2025,Pays cash
C101965,Liam,Johnson,liamjo@example.com,PHONE906,Baker St 67,Utrecht,5590 B,NL,2025/08/23,08/11/2016,2019-04-17,#127,15,374.85,paid,2022-04-27,Moved out
C101840,Benjamin,Johnson,benjamin.johnson@inboxstorage.eu,+31 6 06799006,Oudeweg 7,Rotterdam,6315,Netherlands,2020-04-09,28-Jan-2022,02.01.2027,u1370,10,260.07,suspended,2019-08-18,telefono incorrecto
C100925,Evelyn,Thomas,ethomas@yahoo.com,06-39742257,Market Rd 64,The Hague,7882 AA,Netherlands,20220912,24/03/2019,04-Mar-2021,#417,—,257.22,overdue,2020-05-07,Prefers email
C100044,Mia,Williams,mia62@inboxstorage.eu,06-02572520,Langestraat 200,Alkmaar,7750 AC,Nederland,23/02/2017,2017/09/25,20200211,Unit 460,—,468.42,PAID,12-Apr-2019,telefono incorrecto
C101403,Ava,Miller,ava.miller@inboxstorage.eu,611962992,Oudeweg 180,Haarlem,1536 AB,Nederland,2021/08/13,2017/10/27,2023/08/05,U1476 - ,—,267.42,PAID,04-08-2025,Pays cash
C102185,Amelia ter,Gonzalez,amelia ter.gonzalez@outlook.com,0031-6-10906553,Langestraat 49,Utrecht,3401 AC,Netherlands,2016/04/23,2020-01-09,2026-10-16,290A,—,283.07000000000005,pending,2025/06/12,telefono incorrecto
C101701,Wilson,Benjamin,wilsonbe@example.com,0031-6-19136081,Princenhagelaan 13,The Hague,9982 AC,Netherlands,11-Mar-2019,12-Feb-2018,05-Nov-2018,332A,unknown,179.72,paid,21/02/2018,
C100571,Oliver,Davis,oliver83@inboxstorage.eu ,PHONE306,Langestraat 57,Rotterdam,6634 B,Nederland,16.06.2019,2022/04/15,19.04.2024,u1495,—,282.59,late,11-11-2025,Pays cash
C100192,Liam,Jackson,liam47@gmailcom,0031-6-89540017,Baker St 24,Haarrlem,7091 AA,Nederland,18-Jun-2025,20251207,26.02.2027,45A,6 sqm,416.19,late,2022-12-10,Moved out
C101151,Amelia,Johnson,ameliajo@gmail.com,+31 6 04513293,Dorpsweg 48,Amsterdam,5387 AA,Netherlands,20251110,2022-02-12,11-14-2024,#481,15 sqm,357.77,late,20201101,telefono incorrecto
C101442,Benjamin,Davis,benjamin35@yahoo.com,854789410,Oudeweg 193,Alkmaar,2348 AB,Netherlands,09.03.2024,27-Dec-2023,31-May-2022,239A,15 sqm,111.73,pending,2024/10/16,Moved out
C100445,Ava,Garcia,ava81@yahoo.com,0031-6-93192294,Market Rd 82,Amstelveen,9680 AB,Netherlands,20181206,2016-01-15,22-Nov-2021,U1116,—,99.85,late,2024-11-13,Prefers email
C100629,Elijah,Thomas,elijah90@yahoo.com,+31 6 58431357,Princenhagelaan 86,The Hague,2276,Nederland,2019-03-31,20/02/2020,05/11/2022,u1160,12 sqm,530.28,paid,20180716,警告: unpaid
C102176,Benjamin,Lopez,benjaminlo@gmail.com,+31 6 22378590,Hoofdstraat 69,Utrecht,1154 AB,Nederland,12-04-2016,2016-12-19,05.12.2022,#481,8 sqm,62.12,PAID,2025/04/19,Moved out
C101288,Evelyn,Hernandez,ehernandez@gmail.com,388022278,Stationsplein 171,Amsterdam,1676 AB,Netherlands,2022-10-29,20160202,09.10.2022,459A,6 sqm,181.22,Overdue,18.04.2022,Prefers email
C101836,Emma,Williams,ewilliams@outlook.com,671184650,Vijzelstraat 46,Rotterdam,7945 B,NL,15-Feb-2020,20230224,18-Dec-2021,U1236,3 sqm,283.07000000000005,Overdue,2024-10-10,Prefers email
C101909,Elijah,Davis,elijah.davis@inboxstorage.eu,06-99122666,Hoofdstraat 161,Amstelveen,1975 AB,Netherlands,2019-10-03,21/04/2024,2027/05/15,369A,unknown,110.73,paid,2025-09-23,Pays cash
C100433,Mia,Gonzalez,mgonzalez@example.com,PHONE307,Dorpsweg 96,Eindhoven,5609 AA,NL,20-Oct-2018,20230427,11.08.2018,#93,15m2,66.2,suspended,11.10.2019,Customer asked for discount
C100069,Lucas,Wilson,lucaswi@inboxstorage.eu,06-08640355,Hoofdstraat 80,Rotterdam,4236 AB,Ned.,2017/12/23,10-16-2018,11.01.2023,U1104,5,231.07,pending,01.11.2024,警告: unpaid
